,name,Mw (g/mol),Mn (g/mol),PDI,Regioregularity R%,DP,SANS,SAXS/GWAXS,DLS,SLS,SEC (GPC),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),Aging type,Aging time (hour),Aging temp (K),Sonic/stir (bool),E field (kV/cm),Illumination (lux),Aging time (hour).1,To Aging Temperature (K),Stirring /heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Deuterated solvent,Solid additive,Solid additive quantity (mg/ml),Solvent solubility parameter (Hansen),Polymer solubility parameter ,Polymer solubility parameter 𝛿d [MPa1/2],Polymer solubility parameter  𝛿p [MPa1/2],Polymer solubility parameter 𝛿h [MPa1/2],Rh1 (nm),I1 (Normalized 1-0),Rh2 (nm),I2 (Normalized 1-0),Rh3 (nm),I3 (Normalized 1-0),Rh4 (nm),I4 (Normalized 1-0),Rh deviation (nm) ±,Rg1 (nm),Rg2 (nm),Rg 1deviation (nm) ±,"Rcs,g (crossectional radius) (nm)","Rcs,g (crossectional radius) (nm) ±","Rt,g (radius of gyration) (nm)",Ree (chain end-to-end distance) (nm),Ree deviation (nm) ±,A2 (mol dm3/g^2),df,α1 ,q1 range (A-1),α2 ,q2 range (A-1),Lp (nm),Lp deviation (nm) ±,Lc (nm),Lc deviation (nm) ±,ξs (characteristic length scale) (nm),ξs deviation (nm) ±,ξd (mesh size of the dynamic network) (nm),ξd deviation (nm) ±,R disk (nm),R cylinder (nm),R deviation (nm) ±,R core cylinder (nm),L cylinder (nm),L deviation (nm) ±,t (thinkness) (nm),t (thinkness) (nm) ±,A parallelepiped (thickness)(nm),A deviation (nm) ±,B parallelepiped (width)(nm),B deviation (nm) ±,C parallelepiped (length)(nm),C deviation (nm) ±,Light scattering model,SANS/SAXS model,Expected Conformation,Additional notes 1,Additional notes 2,Doi,matched index,Rh (IW avg log),intensity weighted average Rh (nm),derived Rh (nm),normalized intensity (0-1) corrected
469,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,8.93939393939394,298.0,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,3144.04,1.0,13.05,0.21,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,1wt,,https://doi.org/10.1021/la803339f,546.0,1057.5126201060984,20841.17563546385,"[0.004, 0.012, 0.044, 0.124, 0.502, 2.766, 4.899, 9.531, 21.442, 48.551, 249.732, 1177.268, 1231.732, 1331.025, 2268.129, 4722.046, 7470.412, 13275.9, 20599.697, 43444.51, 109438.334, 335723.732, 824125.336]","[0.09948718 0.10153846 0.1374359  0.05333333 0.04307692 0.02051282
 0.11589744 0.23282051 0.19384615 0.13333333 0.         0.16615385
 0.35282051 0.77230769 1.         0.88410256 0.68307692 0.42461538
 0.29025641 0.13025641 0.14051282 0.06666667 0.07179487]"
470,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,4.447236180904523,356.64,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,7.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,0.5wt,,https://doi.org/10.1021/la803339f,547.0,134.56478615817045,180.64067817509246,"[0.04, 0.05, 0.06, 0.07, 0.09, 0.12, 0.15, 0.19, 0.27, 0.34, 0.47, 0.62, 0.81, 1.06, 1.57, 2.05, 2.38, 3.2, 4.06, 4.85, 5.96, 8.3, 10.56, 12.65, 17.07, 25.2, 29.26, 38.26, 50.13, 63.62, 75.97, 75.86, 80.3, 87.42, 92.3, 100.6, 103.2, 105.93, 108.89, 115.29, 121.97, 128.96, 140.48, 144.03, 157.08, 182.2, 211.83, 218.83, 233.07, 240.99, 282.41, 292.52, 302.72, 304.24, 324.31, 345.72, 379.16, 416.45, 443.93, 458.75, 549.06, 719.02, 1125.98, 1564.49, 2239.11]","[0.         0.         0.01041667 0.03125    0.05208333 0.04166667
 0.03125    0.01041667 0.03125    0.03125    0.03125    0.
 0.         0.         0.         0.         0.01041667 0.04166667
 0.0625     0.10416667 0.13541667 0.11458333 0.08333333 0.0625
 0.05208333 0.04166667 0.04166667 0.0625     0.04166667 0.05208333
 0.09375    0.11458333 0.16666667 0.25       0.34375    0.40625
 0.48958333 0.55208333 0.59375    0.63541667 0.69791667 0.77083333
 0.84375    0.92708333 0.97916667 1.         0.97916667 0.9375
 0.875      0.82291667 0.65625    0.57291667 0.48958333 0.40625
 0.33333333 0.26041667 0.21875    0.14583333 0.07291667 0.02083333
 0.02083333 0.01041667 0.01041667 0.01041667 0.01041667]"
471,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,4.447236180904523,343.32,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,8.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,0.5wt,,https://doi.org/10.1021/la803339f,548.0,8.53425366165885,12.909150991142981,"[0.022, 0.061, 0.117, 0.155, 0.455, 0.757, 1.66, 2.556, 3.442, 5.003, 5.859, 6.911, 11.568, 17.45, 24.716, 28.113, 45.734, 65.18, 115.883]","[0.03779367 0.03268641 0.1174668  0.02757916 0.00919305 0.09499489
 0.0020429  0.         0.13687436 0.3360572  0.53728294 0.83861083
 1.         0.70786517 0.54239019 0.32686415 0.08478039 0.00715015
 0.0040858 ]"
472,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,4.447236180904523,329.42,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,8.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,0.5wt,,https://doi.org/10.1021/la803339f,549.0,9.830561114062931,49.85142129963898,"[0.01, 0.024, 0.049, 0.075, 0.133, 0.392, 0.75, 1.241, 1.911, 3.162, 3.162, 4.532, 7.499, 11.548, 15.399, 17.783, 23.714, 25.483, 45.316, 60.43, 124.094, 205.353, 365.174, 1000.0, 2548.297]","[0.02731092 0.06302521 0.11134454 0.02941176 0.01260504 0.01995798
 0.1092437  0.         0.02415966 0.1407563  0.30042017 0.67016807
 1.         0.93067227 0.67647059 0.51680672 0.30147059 0.29201681
 0.08928571 0.08718487 0.13655462 0.10714286 0.07668067 0.05777311
 0.03886555]"
473,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,4.447236180904523,318.86,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,10.55,1.0,145.48,0.16,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,0.5wt,,https://doi.org/10.1021/la803339f,550.0,14.460860882191591,34.309911801242244,"[0.015, 0.056, 0.102, 0.171, 0.309, 0.609, 1.187, 2.297, 4.231, 5.892, 7.517, 9.7, 16.973, 22.409, 30.909, 46.622, 65.543, 110.612, 201.434, 357.184, 646.761]","[0.01659751 0.04875519 0.05912863 0.02904564 0.         0.06224066
 0.05809129 0.00103734 0.11721992 0.35477178 0.5        0.72406639
 1.         0.86618257 0.5186722  0.27593361 0.06120332 0.08506224
 0.12136929 0.05705394 0.05394191]"
474,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,4.447236180904523,311.85,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,248.51,1.0,12.39,0.57,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,0.5wt,,https://doi.org/10.1021/la803339f,551.0,57.16893735782499,121.43769956652218,"[0.263, 0.64, 1.45, 3.282, 5.125, 8.62, 10.0, 15.615, 21.017, 24.384, 47.579, 74.296, 92.841, 107.711, 124.961, 181.161, 262.636, 282.887, 304.699, 551.995, 928.415]","[0.04397906 0.03874346 0.03350785 0.08167539 0.26492147 0.44712042
 0.53926702 0.50994764 0.32356021 0.03036649 0.         0.05026178
 0.36753927 0.6052356  0.84293194 1.         0.58638743 0.32146597
 0.09424084 0.0513089  0.04816754]"
475,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,4.447236180904523,306.85,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,190.14,1.0,19.01,0.15,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,0.5wt,,https://doi.org/10.1021/la803339f,552.0,67.58762106684435,213.33424975609756,"[0.005, 0.014, 0.021, 0.038, 0.063, 0.107, 0.166, 0.28, 0.509, 1.338, 2.088, 3.252, 5.894, 9.839, 16.553, 25.926, 47.159, 61.634, 69.827, 115.471, 195.183, 364.284, 499.329, 505.07, 923.095, 1806.883, 4091.811]","[0.01821862 0.01315789 0.06275304 0.11133603 0.05668016 0.01417004
 0.06376518 0.06072874 0.00607287 0.         0.0111336  0.04757085
 0.04352227 0.14473684 0.1417004  0.10020243 0.04554656 0.44534413
 0.76923077 1.         0.93218623 0.52631579 0.27834008 0.12246964
 0.08704453 0.04453441 0.04048583]"
476,DP10-PPV,463000.0,,,,,0,0,1.0,0,0.0,90,4.447236180904523,298.12,,,,,,,,,,,,720,,313,,,Tol,0.0,,,,,,,,2918.21,1.0,16.19,0.14,,,,,,,,,,,,,,,,,,,,,,670.5,,,,,,,,,,,,,,,,,,,,,,,0.5wt,,https://doi.org/10.1021/la803339f,553.0,402.7424210174354,1937.0867691811736,"[0.005, 0.01, 0.017, 0.024, 0.038, 0.068, 0.115, 0.18, 0.28, 0.637, 1.243, 2.613, 4.069, 6.355, 11.45, 20.71, 37.704, 74.078, 124.152, 224.336, 352.352, 630.72, 895.789, 1181.147, 1447.236, 2632.347, 3094.6, 4264.832, 4313.243, 7971.725, 12462.014]","[0.04065041 0.03658537 0.04674797 0.08333333 0.1199187  0.07825203
 0.04878049 0.08536585 0.08231707 0.02642276 0.03556911 0.03150407
 0.06808943 0.06504065 0.13922764 0.16158537 0.09349593 0.
 0.04878049 0.08434959 0.00406504 0.16869919 0.44918699 0.73069106
 1.         0.94512195 0.76422764 0.44105691 0.28658537 0.07723577
 0.06199187]"
477,DPPDTT,279000.0,76438.35616,3.65,,,1,0,0.0,0,0.0,,1.6,298.0,,,,,,,,,,,,,,,,,0:100 vol% MeOH-CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.070425,,125.157,,,,,,,0.9650000000000001,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
478,DPPDTT,279000.0,76438.35616,3.65,,,1,0,0.0,0,0.0,,1.6,298.0,,,,,,,,,,,,,,,,,5:95 vol% MeOH-CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46479,,125.94300000000001,,,,,,,0.9650000000000001,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
479,DPPDTT,279000.0,76438.35616,3.65,,,1,0,0.0,0,0.0,,1.6,298.0,,,,,,,,,,,,,,,,,10:90 vol% MeOH-CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.633804999999999,,90.566,,,,,,,0.9570000000000001,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
480,DPPDTT,279000.0,76438.35616,3.65,,,1,0,0.0,0,0.0,,1.6,298.0,,,,,,,,,,,,,,,,,15:85 vol% MeOH-CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49296,,334.277,,,,,,,1.095,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
481,DPPDTT,279000.0,76438.35616,3.65,,,1,0,0.0,0,0.0,,1.6,298.0,,,,,,,,,,,,,,,,,0:100 vol% MeOH-nC6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7185,,124.725,,,,,,,0.965,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
482,DPPDTT,279000.0,76438.35616,3.65,,,1,0,0.0,0,0.0,,1.6,298.0,,,,,,,,,,,,,,,,,20:80 vol% MeOH-nC6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7085,,157.143,,,,,,,0.97,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
483,DPPDTT,279000.0,76438.35616,3.65,,,1,0,0.0,0,0.0,,1.6,298.0,,,,,,,,,,,,,,,,,40:60 vol% MeOH-nC6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1215,,238.462,,,,,,,1.099,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
484,PCDTPT,76000.0,30400.0,2.5,,,1,0,0.0,0,0.0,,4.0,298.0,,,,,,,,,,,,,,,,,10:90 vol% MeOH-CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,31.5,,,,,,,1.4,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
485,PCDTPT,76000.0,30400.0,2.5,,,1,0,0.0,0,0.0,,4.0,298.0,,,,,,,,,,,,,,,,,15:85 vol% MeOH-CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,37.3,,,,,,,1.7,,,,,,,,,,,,,,semi-flexible cylinder,,,,https://doi.org/10.1039/C8SM02517G,,,,,
486,S_PFT,21300.0,10544.55446,2.02,,,0,0,1.0,0,0.0,,10.0,298.0,,,,,,,,,,,,,,343,,,H2O,0.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,single-exponential,,,,,https://doi.org/10.1021/nn304437k,,29.0,29.0,,
487,S_PFT,21300.0,10544.55446,2.02,,,0,0,1.0,0,0.0,,10.0,298.0,,,,,,,,,,,,,,343,,,FMM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,single-exponential,,,,,https://doi.org/10.1021/nn304437k,,,,,
488,P3HT,35028.0,27800.0,1.26,96,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,3.2,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
489,P3HT,35028.0,27800.0,1.26,96,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,3.15,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
490,P3HT,35028.0,27800.0,1.26,96,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,3.2,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
491,P3HT,35028.0,27800.0,1.26,96,,1,0,0.0,0,0.0,,2.0,298.0,,,,,,,,,,,,,,,,,B,1.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,5.25,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
492,P3HT,35028.0,27800.0,1.26,96,,1,0,0.0,0,0.0,,2.0,298.0,,,,,,,,,,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,6.5,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
493,P3OT,39852.0,32400.0,1.23,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,2.8,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
494,P3OT,39852.0,32400.0,1.23,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,2.85,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
495,P3OT,39852.0,32400.0,1.23,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,3.15,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
496,P3OT,39852.0,32400.0,1.23,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,B,1.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,3.65,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
497,P3OT,39852.0,32400.0,1.23,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,3.3,,64.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
498,P3DDT,44577.0,35100.0,1.27,94,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,3.05,,54.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
499,P3DDT,44577.0,35100.0,1.27,94,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,3.15,,54.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
500,P3DDT,44577.0,35100.0,1.27,94,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,3.15,,54.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
501,P3DDT,44577.0,35100.0,1.27,94,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,B,1.0,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,3.65,,54.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
502,P3DDT,44577.0,35100.0,1.27,94,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,3.3,,54.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
503,P3DDT,44577.0,35100.0,1.27,94,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CHxn,1.0,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,3.4,,54.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
504,P3EHT,32508.0,25800.0,1.26,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,3.8,,51.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
505,P3EHT,32508.0,25800.0,1.26,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,3.8,,51.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
506,P3EHT,32508.0,25800.0,1.26,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,oDCB,1.0,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,3.65,,51.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
507,P3EHT,32508.0,25800.0,1.26,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,B,1.0,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,4.15,,51.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
508,P3EHT,32508.0,25800.0,1.26,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,3.9,,51.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
509,P3EHT,32508.0,25800.0,1.26,97,,1,0,0.0,0,0.0,,5.0,298.0,,,,,,,,,,,,,,,,,CHxn,1.0,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,3.65,,51.0,,,,,,,,,,,,,,,,,,,,,excluded volume,,,,https://doi.org/10.1021/la503666x,,,,,
510,P3HT,12100.0,11000.0,1.1,,67,1,0,0.0,0,0.0,,3.0,,,,,,,,,,,,,,,,,,0:100 vol% nC6-CF,1.0,,,,,,,,,,,,,,,,,3.7,,0.35,,,,,,,1.65,,,,,,,26.4,,,,,,,,,,,,139.0,,,,,,,,,Guinier–Porod,,,,https://doi.org/10.1039/C2CE26666K,,,,,
511,P3HT,12100.0,11000.0,1.1,,67,1,0,0.0,0,0.0,,3.0,,,,,,,,,,,,,,,,,,20:80 vol% nC6-CF,1.0,,,,,,,,,,,,,,,,,3.47,,0.26,,,,,,,1.7,,,,,,,26.4,,,,,,,,,,,,143.0,,,,,,,,,Guinier–Porod,,,,https://doi.org/10.1039/C2CE26666K,,,,,
512,P3HT,12100.0,11000.0,1.1,,67,1,0,0.0,0,0.0,,3.0,,,,,,,,,,,,,,,,,,40:60 vol% nC6-CF,1.0,,,,,,,,,,,,,,,,,3.29,,0.22,,,,,,,1.75,,,,,,,26.4,,,,,,,,,,,,152.0,,,,,,,,,Guinier–Porod,,,,https://doi.org/10.1039/C2CE26666K,,,,,
513,pBTTT-C14,59771.0,14402.6506,4.15,,,0,1,0.0,1,0.0,,0.5,298.0,,,,,,,,,,,,,720,343,,,Tol,0.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,,1.98,,,,,,,,,,,,,,23.0,,,153.0,14.0,,,,,,,,,cylindrical form factor,,,"For SAXS, fitting equation is provided",,https://doi.org/10.1021/acs.macromol.7b00790,,,,,
514,pBTTT-C14,59771.0,14402.6506,4.15,,,0,1,0.0,1,0.0,,0.9,298.0,,,,,,,,,,,,,720,343,,,Tol,0.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,2.56,,,,,,,,,,,,,,42.0,,,251.0,20.0,,,,,,,,,cylindrical form factor,,,how to put parameters of different scales into one row?,,https://doi.org/10.1021/acs.macromol.7b00790,,,,,
515,pBTTT-C14,59771.0,14402.6506,4.15,,,0,1,0.0,1,0.0,,1.2,298.0,,,,,,,,,,,,,720,343,,,Tol,0.0,,,,,,,,,,,,,,,,,64.0,,,,,,,,,2.66,,,,,,,,,,,,,,56.0,,,310.0,16.0,,,,,,,,,cylindrical form factor,,,,,https://doi.org/10.1021/acs.macromol.7b00790,,,,,
516,pBTTT-C14,59771.0,14402.6506,4.15,,,0,1,1.0,1,0.0,,0.5,298.0,,,,,,,,,,,,,720,343,,,CB,0.0,,,,,,,,63.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1021/acs.macromol.7b00790,,63.0,63.0,,
517,pBTTT-C14,59771.0,14402.6506,4.15,,,0,1,1.0,1,0.0,,0.9,298.0,,,,,,,,,,,,,720,343,,,CB,0.0,,,,,,,,98.0,,,,,,,,6.0,65.0,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1021/acs.macromol.7b00790,,98.0,98.0,,
518,pBTTT-C14,59771.0,14402.6506,4.15,,,0,1,1.0,1,0.0,,1.2,298.0,,,,,,,,,,,,,720,343,,,CB,0.0,,,,,,,,132.0,,,,,,,,13.0,86.0,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1021/acs.macromol.7b00790,,132.0,132.0,,
519,ProDOT-BTD,1531.16,1516.0,1.01,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,0.2,2.1,0.1,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
520,ProDOT-BTD,2193.72,2172.0,1.01,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,0.4,3.19,0.1,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
521,ProDOT-BTD,2765.22,2711.0,1.02,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.4,4.04,0.1,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
522,ProDOT-BTD,3481.47,3447.0,1.01,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,0.2,4.97,0.1,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
523,ProDOT-BTD,5494.74,5387.0,1.02,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,0.1,7.83,0.2,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
524,ProDOT-BTD,7273.62,7131.0,1.02,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,0.2,11.37,0.2,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
525,ProDOT-BTD,12872.52,9396.0,1.37,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,0.2,20.04,0.1,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
526,ProDOT-BTD,19389.8,14470.0,1.34,,,1,0,0.0,0,0.0,,5.0,348.0,,,,,,,,,,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,0.1,23.08,0.2,,,,,,1.24,0.02,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1021/acs.macromol.1c00963,,,,,
