index,name,Mw (g/mol),Mn (g/mol),PDI,Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Solid additive,Doi,,index to extract,derived Rh (nm),normalized intensity (0-1),figure number
,,,,,,,,,,,,,,,,,,,,,,334,10.03,0.02,
,,,,,,,,,,,,,,,,,,,,,,334,31.02,0.02,
,,,,,,,,,,,,,,,,,,,,,,334,19.76,0.03,
,,,,,,,,,,,,,,,,,,,,,,334,53.37,0.03,
,,,,,,,,,,,,,,,,,,,,,,334,76.68,0.04,
,,,,,,,,,,,,,,,,,,,,,,334,92.48,0.12,
,,,,,,,,,,,,,,,,,,,,,,334,93.16,0.2,
,,,,,,,,,,,,,,,,,,,,,,334,107.46,0.28,
,,,,,,,,,,,,,,,,,,,,,,334,108.56,0.39,
,,,,,,,,,,,,,,,,,,,,,,334,119.97,0.5,
,,,,,,,,,,,,,,,,,,,,,,334,127.44,0.67,
,,,,,,,,,,,,,,,,,,,,,,334,140.9,0.78,
,,,,,,,,,,,,,,,,,,,,,,334,155.97,0.9,
,,,,,,,,,,,,,,,,,,,,,,334,180.32,1.01,
,,,,,,,,,,,,,,,,,,,,,,334,235.37,0.96,
,,,,,,,,,,,,,,,,,,,,,,334,256.03,0.89,
,,,,,,,,,,,,,,,,,,,,,,334,265,0.77,
,,,,,,,,,,,,,,,,,,,,,,334,287.44,0.67,
,,,,,,,,,,,,,,,,,,,,,,334,311.95,0.58,
,,,,,,,,,,,,,,,,,,,,,,334,336.08,0.41,
,,,,,,,,,,,,,,,,,,,,,,334,381.16,0.3,
,,,,,,,,,,,,,,,,,,,,,,334,395.63,0.21,
,,,,,,,,,,,,,,,,,,,,,,334,374.34,0.1,
,,,,,,,,,,,,,,,,,,,,,,334,510.04,0.03,
,,,,,,,,,,,,,,,,,,,,,,334,838.17,0.03,
,,,,,,,,,,,,,,,,,,,,,,334,1258.45,0.03,
,,,,,,,,,,,,,,,,,,,,,,334,2365.4,0.02,
,,,,,,,,,,,,,,,,,,,,,,334,4672.48,0.06,
,,,,,,,,,,,,,,,,,,,,,,334,7695.8,0.08,
,,,,,,,,,,,,,,,,,,,,,,334,21669.36,0.05,
,,,,,,,,,,,,,,,,,,,,,,334,51047.36,0.04,
,,,,,,,,,,,,,,,,,,,,,,334,12625.37,0.06,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,343,693.33,0.02,
,,,,,,,,,,,,,,,,,,,,,,343,2541.25,0.02,
,,,,,,,,,,,,,,,,,,,,,,343,28553.11,0.02,
,,,,,,,,,,,,,,,,,,,,,,343,83713.41,0.03,
,,,,,,,,,,,,,,,,,,,,,,343,196088.64,0.03,
,,,,,,,,,,,,,,,,,,,,,,343,439608.38,0.05,
,,,,,,,,,,,,,,,,,,,,,,343,529007.8,0.18,
,,,,,,,,,,,,,,,,,,,,,,343,531269.64,0.28,
,,,,,,,,,,,,,,,,,,,,,,343,533667.62,0.38,
,,,,,,,,,,,,,,,,,,,,,,343,560770.69,0.49,
,,,,,,,,,,,,,,,,,,,,,,343,588970.96,0.58,
,,,,,,,,,,,,,,,,,,,,,,343,618003.16,0.65,
,,,,,,,,,,,,,,,,,,,,,,343,649081.55,0.75,
,,,,,,,,,,,,,,,,,,,,,,343,651547.84,0.83,
,,,,,,,,,,,,,,,,,,,,,,343,683178.67,0.89,
,,,,,,,,,,,,,,,,,,,,,,343,857538.7,0.97,
,,,,,,,,,,,,,,,,,,,,,,343,1024860.09,0.95,
,,,,,,,,,,,,,,,,,,,,,,343,1068265.18,0.87,
,,,,,,,,,,,,,,,,,,,,,,343,1064978.54,0.8,
,,,,,,,,,,,,,,,,,,,,,,343,1159568.22,0.7,
,,,,,,,,,,,,,,,,,,,,,,343,1156274.7,0.64,
,,,,,,,,,,,,,,,,,,,,,,343,1261362.72,0.58,
,,,,,,,,,,,,,,,,,,,,,,343,1374697.67,0.5,
,,,,,,,,,,,,,,,,,,,,,,343,1368196.26,0.4,
,,,,,,,,,,,,,,,,,,,,,,343,1425466.49,0.31,
,,,,,,,,,,,,,,,,,,,,,,343,1552442.06,0.22,
,,,,,,,,,,,,,,,,,,,,,,343,1546565.65,0.13,
,,,,,,,,,,,,,,,,,,,,,,343,1541442.05,0.06,
,,,,,,,,,,,,,,,,,,,,,,343,1841332.31,0.03,
,,,,,,,,,,,,,,,,,,,,,,343,2519542.85,0.03,
,,,,,,,,,,,,,,,,,,,,,,343,3295738.38,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,542,0.01,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,0.02,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,0.04,0.03,
,,,,,,,,,,,,,,,,,,,,,,542,0.05,0.05,
,,,,,,,,,,,,,,,,,,,,,,542,0.1,0.09,
,,,,,,,,,,,,,,,,,,,,,,542,0.17,0.04,
,,,,,,,,,,,,,,,,,,,,,,542,0.25,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,0.41,0.01,
,,,,,,,,,,,,,,,,,,,,,,542,0.68,0.01,
,,,,,,,,,,,,,,,,,,,,,,542,1.27,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,2.34,0.01,
,,,,,,,,,,,,,,,,,,,,,,542,4.76,0.01,
,,,,,,,,,,,,,,,,,,,,,,542,8.4,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,14.11,0.05,
,,,,,,,,,,,,,,,,,,,,,,542,20.62,0.03,
,,,,,,,,,,,,,,,,,,,,,,542,30.14,0.01,
,,,,,,,,,,,,,,,,,,,,,,542,53.16,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,61.01,0.11,
,,,,,,,,,,,,,,,,,,,,,,542,63.56,0.24,
,,,,,,,,,,,,,,,,,,,,,,542,69.4,0.38,
,,,,,,,,,,,,,,,,,,,,,,542,83.44,0.49,
,,,,,,,,,,,,,,,,,,,,,,542,83.14,0.56,
,,,,,,,,,,,,,,,,,,,,,,542,91.07,0.64,
,,,,,,,,,,,,,,,,,,,,,,542,90.74,0.72,
,,,,,,,,,,,,,,,,,,,,,,542,114.54,0.79,
,,,,,,,,,,,,,,,,,,,,,,542,137.81,0.88,
,,,,,,,,,,,,,,,,,,,,,,542,166.2,0.92,
,,,,,,,,,,,,,,,,,,,,,,542,191.5,0.93,
,,,,,,,,,,,,,,,,,,,,,,542,191.92,0.88,
,,,,,,,,,,,,,,,,,,,,,,542,201.6,0.84,
,,,,,,,,,,,,,,,,,,,,,,542,201.89,0.81,
,,,,,,,,,,,,,,,,,,,,,,542,222.41,0.77,
,,,,,,,,,,,,,,,,,,,,,,542,233.92,0.7,
,,,,,,,,,,,,,,,,,,,,,,542,234.82,0.62,
,,,,,,,,,,,,,,,,,,,,,,542,259.24,0.53,
,,,,,,,,,,,,,,,,,,,,,,542,272.78,0.45,
,,,,,,,,,,,,,,,,,,,,,,542,331.6,0.32,
,,,,,,,,,,,,,,,,,,,,,,542,317.57,0.24,
,,,,,,,,,,,,,,,,,,,,,,542,334.4,0.15,
,,,,,,,,,,,,,,,,,,,,,,542,386.33,0.1,
,,,,,,,,,,,,,,,,,,,,,,542,514.13,0.06,
,,,,,,,,,,,,,,,,,,,,,,542,652.29,0.03,
,,,,,,,,,,,,,,,,,,,,,,542,909.28,0.01,
,,,,,,,,,,,,,,,,,,,,,,542,1265.37,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,2125.77,0.06,
,,,,,,,,,,,,,,,,,,,,,,542,3248.75,0.09,
,,,,,,,,,,,,,,,,,,,,,,542,6000.87,0.12,
,,,,,,,,,,,,,,,,,,,,,,542,9636.12,0.11,
,,,,,,,,,,,,,,,,,,,,,,542,16223.27,0.1,
,,,,,,,,,,,,,,,,,,,,,,542,23710.42,0.08,
,,,,,,,,,,,,,,,,,,,,,,542,38092.18,0.06,
,,,,,,,,,,,,,,,,,,,,,,542,70547.34,0.04,
,,,,,,,,,,,,,,,,,,,,,,542,113284.03,0.03,
,,,,,,,,,,,,,,,,,,,,,,542,173462.06,0.02,
,,,,,,,,,,,,,,,,,,,,,,542,320946.1,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,547,0.04,0.02,
,,,,,,,,,,,,,,,,,,,,,,547,0.05,0.02,
,,,,,,,,,,,,,,,,,,,,,,547,0.06,0.03,
,,,,,,,,,,,,,,,,,,,,,,547,0.07,0.05,
,,,,,,,,,,,,,,,,,,,,,,547,0.09,0.07,
,,,,,,,,,,,,,,,,,,,,,,547,0.12,0.06,
,,,,,,,,,,,,,,,,,,,,,,547,0.15,0.05,
,,,,,,,,,,,,,,,,,,,,,,547,0.19,0.03,
,,,,,,,,,,,,,,,,,,,,,,547,0.27,0.05,
,,,,,,,,,,,,,,,,,,,,,,547,0.34,0.05,
,,,,,,,,,,,,,,,,,,,,,,547,0.47,0.05,
,,,,,,,,,,,,,,,,,,,,,,547,0.62,0.02,
,,,,,,,,,,,,,,,,,,,,,,547,0.81,0.02,
,,,,,,,,,,,,,,,,,,,,,,547,1.06,0.02,
,,,,,,,,,,,,,,,,,,,,,,547,1.57,0.02,
,,,,,,,,,,,,,,,,,,,,,,547,2.05,0.02,
,,,,,,,,,,,,,,,,,,,,,,547,2.38,0.03,
,,,,,,,,,,,,,,,,,,,,,,547,3.2,0.06,
,,,,,,,,,,,,,,,,,,,,,,547,4.06,0.08,
,,,,,,,,,,,,,,,,,,,,,,547,4.85,0.12,
,,,,,,,,,,,,,,,,,,,,,,547,5.96,0.15,
,,,,,,,,,,,,,,,,,,,,,,547,8.3,0.13,
,,,,,,,,,,,,,,,,,,,,,,547,10.56,0.1,
,,,,,,,,,,,,,,,,,,,,,,547,12.65,0.08,
,,,,,,,,,,,,,,,,,,,,,,547,17.07,0.07,
,,,,,,,,,,,,,,,,,,,,,,547,25.2,0.06,
,,,,,,,,,,,,,,,,,,,,,,547,29.26,0.06,
,,,,,,,,,,,,,,,,,,,,,,547,38.26,0.08,
,,,,,,,,,,,,,,,,,,,,,,547,50.13,0.06,
,,,,,,,,,,,,,,,,,,,,,,547,63.62,0.07,
,,,,,,,,,,,,,,,,,,,,,,547,75.97,0.11,
,,,,,,,,,,,,,,,,,,,,,,547,75.86,0.13,
,,,,,,,,,,,,,,,,,,,,,,547,80.3,0.18,
,,,,,,,,,,,,,,,,,,,,,,547,87.42,0.26,
,,,,,,,,,,,,,,,,,,,,,,547,92.3,0.35,
,,,,,,,,,,,,,,,,,,,,,,547,100.6,0.41,
,,,,,,,,,,,,,,,,,,,,,,547,103.2,0.49,
,,,,,,,,,,,,,,,,,,,,,,547,105.93,0.55,
,,,,,,,,,,,,,,,,,,,,,,547,108.89,0.59,
,,,,,,,,,,,,,,,,,,,,,,547,115.29,0.63,
,,,,,,,,,,,,,,,,,,,,,,547,121.97,0.69,
,,,,,,,,,,,,,,,,,,,,,,547,128.96,0.76,
,,,,,,,,,,,,,,,,,,,,,,547,140.48,0.83,
,,,,,,,,,,,,,,,,,,,,,,547,144.03,0.91,
,,,,,,,,,,,,,,,,,,,,,,547,157.08,0.96,
,,,,,,,,,,,,,,,,,,,,,,547,182.2,0.98,
,,,,,,,,,,,,,,,,,,,,,,547,211.83,0.96,
,,,,,,,,,,,,,,,,,,,,,,547,218.83,0.92,
,,,,,,,,,,,,,,,,,,,,,,547,233.07,0.86,
,,,,,,,,,,,,,,,,,,,,,,547,240.99,0.81,
,,,,,,,,,,,,,,,,,,,,,,547,282.41,0.65,
,,,,,,,,,,,,,,,,,,,,,,547,292.52,0.57,
,,,,,,,,,,,,,,,,,,,,,,547,302.72,0.49,
,,,,,,,,,,,,,,,,,,,,,,547,304.24,0.41,
,,,,,,,,,,,,,,,,,,,,,,547,324.31,0.34,
,,,,,,,,,,,,,,,,,,,,,,547,345.72,0.27,
,,,,,,,,,,,,,,,,,,,,,,547,379.16,0.23,
,,,,,,,,,,,,,,,,,,,,,,547,416.45,0.16,
,,,,,,,,,,,,,,,,,,,,,,547,443.93,0.09,
,,,,,,,,,,,,,,,,,,,,,,547,458.75,0.04,
,,,,,,,,,,,,,,,,,,,,,,547,549.06,0.04,
,,,,,,,,,,,,,,,,,,,,,,547,719.02,0.03,
,,,,,,,,,,,,,,,,,,,,,,547,1125.98,0.03,
,,,,,,,,,,,,,,,,,,,,,,547,1564.49,0.03,
,,,,,,,,,,,,,,,,,,,,,,547,2239.11,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,844,0.98,0.04,
,,,,,,,,,,,,,,,,,,,,,,844,1.01,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,1.07,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,1.08,0.17,
,,,,,,,,,,,,,,,,,,,,,,844,1.08,0.29,
,,,,,,,,,,,,,,,,,,,,,,844,1.09,0.37,
,,,,,,,,,,,,,,,,,,,,,,844,1.11,0.45,
,,,,,,,,,,,,,,,,,,,,,,844,1.17,0.51,
,,,,,,,,,,,,,,,,,,,,,,844,1.24,0.51,
,,,,,,,,,,,,,,,,,,,,,,844,1.31,0.48,
,,,,,,,,,,,,,,,,,,,,,,844,1.33,0.46,
,,,,,,,,,,,,,,,,,,,,,,844,1.39,0.43,
,,,,,,,,,,,,,,,,,,,,,,844,1.43,0.37,
,,,,,,,,,,,,,,,,,,,,,,844,1.45,0.31,
,,,,,,,,,,,,,,,,,,,,,,844,1.45,0.26,
,,,,,,,,,,,,,,,,,,,,,,844,1.48,0.18,
,,,,,,,,,,,,,,,,,,,,,,844,1.5,0.1,
,,,,,,,,,,,,,,,,,,,,,,844,1.54,0.07,
,,,,,,,,,,,,,,,,,,,,,,844,1.59,0.04,
,,,,,,,,,,,,,,,,,,,,,,844,1.65,0.04,
,,,,,,,,,,,,,,,,,,,,,,844,1.75,0.04,
,,,,,,,,,,,,,,,,,,,,,,844,1.97,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,2.32,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,2.61,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,3.26,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,4.12,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,4.96,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,5.97,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,6.84,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,7.76,0.03,
,,,,,,,,,,,,,,,,,,,,,,844,8.73,0.08,
,,,,,,,,,,,,,,,,,,,,,,844,9.52,0.16,
,,,,,,,,,,,,,,,,,,,,,,844,10.3,0.26,
,,,,,,,,,,,,,,,,,,,,,,844,10.71,0.33,
,,,,,,,,,,,,,,,,,,,,,,844,11.02,0.42,
,,,,,,,,,,,,,,,,,,,,,,844,11.24,0.51,
,,,,,,,,,,,,,,,,,,,,,,844,11.35,0.6,
,,,,,,,,,,,,,,,,,,,,,,844,11.69,0.68,
,,,,,,,,,,,,,,,,,,,,,,844,12.03,0.78,
,,,,,,,,,,,,,,,,,,,,,,844,12.76,0.84,
,,,,,,,,,,,,,,,,,,,,,,844,14.2,0.86,
,,,,,,,,,,,,,,,,,,,,,,844,15.2,0.86,
,,,,,,,,,,,,,,,,,,,,,,844,15.5,0.76,
,,,,,,,,,,,,,,,,,,,,,,844,16.27,0.68,
,,,,,,,,,,,,,,,,,,,,,,844,16.92,0.61,
,,,,,,,,,,,,,,,,,,,,,,844,17.59,0.52,
,,,,,,,,,,,,,,,,,,,,,,844,18.47,0.44,
,,,,,,,,,,,,,,,,,,,,,,844,19.01,0.34,
,,,,,,,,,,,,,,,,,,,,,,844,19.77,0.24,
,,,,,,,,,,,,,,,,,,,,,,844,20.76,0.15,
,,,,,,,,,,,,,,,,,,,,,,844,22,0.07,
,,,,,,,,,,,,,,,,,,,,,,844,24.25,0.04,
,,,,,,,,,,,,,,,,,,,,,,844,27.26,0.02,
,,,,,,,,,,,,,,,,,,,,,,844,30.05,0.01,
,,,,,,,,,,,,,,,,,,,,,,844,33.44,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,843,1.01,1.1,
,,,,,,,,,,,,,,,,,,,,,,843,1.07,1.16,
,,,,,,,,,,,,,,,,,,,,,,843,1.09,1.26,
,,,,,,,,,,,,,,,,,,,,,,843,1.13,1.3,
,,,,,,,,,,,,,,,,,,,,,,843,1.23,1.32,
,,,,,,,,,,,,,,,,,,,,,,843,1.39,1.32,
,,,,,,,,,,,,,,,,,,,,,,843,1.5,1.32,
,,,,,,,,,,,,,,,,,,,,,,843,1.57,1.26,
,,,,,,,,,,,,,,,,,,,,,,843,1.64,1.18,
,,,,,,,,,,,,,,,,,,,,,,843,1.7,1.11,
,,,,,,,,,,,,,,,,,,,,,,843,1.97,1.09,
,,,,,,,,,,,,,,,,,,,,,,843,2.21,1.09,
,,,,,,,,,,,,,,,,,,,,,,843,2.58,1.09,
,,,,,,,,,,,,,,,,,,,,,,843,2.85,1.09,
,,,,,,,,,,,,,,,,,,,,,,843,3.36,1.08,
,,,,,,,,,,,,,,,,,,,,,,843,3.7,1.09,
,,,,,,,,,,,,,,,,,,,,,,843,4.33,1.08,
,,,,,,,,,,,,,,,,,,,,,,843,4.96,1.08,
,,,,,,,,,,,,,,,,,,,,,,843,6.03,1.09,
,,,,,,,,,,,,,,,,,,,,,,843,7.04,1.07,
,,,,,,,,,,,,,,,,,,,,,,843,7.69,1.09,
,,,,,,,,,,,,,,,,,,,,,,843,8.56,1.15,
,,,,,,,,,,,,,,,,,,,,,,843,9.07,1.25,
,,,,,,,,,,,,,,,,,,,,,,843,9.71,1.34,
,,,,,,,,,,,,,,,,,,,,,,843,10.3,1.43,
,,,,,,,,,,,,,,,,,,,,,,843,10.81,1.55,
,,,,,,,,,,,,,,,,,,,,,,843,11.13,1.65,
,,,,,,,,,,,,,,,,,,,,,,843,11.57,1.75,
,,,,,,,,,,,,,,,,,,,,,,843,12.03,1.87,
,,,,,,,,,,,,,,,,,,,,,,843,13.01,1.93,
,,,,,,,,,,,,,,,,,,,,,,843,13.79,1.89,
,,,,,,,,,,,,,,,,,,,,,,843,14.48,1.78,
,,,,,,,,,,,,,,,,,,,,,,843,15.35,1.68,
,,,,,,,,,,,,,,,,,,,,,,843,16.27,1.57,
,,,,,,,,,,,,,,,,,,,,,,843,17.08,1.51,
,,,,,,,,,,,,,,,,,,,,,,843,17.76,1.45,
,,,,,,,,,,,,,,,,,,,,,,843,18.47,1.35,
,,,,,,,,,,,,,,,,,,,,,,843,19.2,1.25,
,,,,,,,,,,,,,,,,,,,,,,843,19.96,1.15,
,,,,,,,,,,,,,,,,,,,,,,843,21.58,1.12,
,,,,,,,,,,,,,,,,,,,,,,843,23.56,1.1,
,,,,,,,,,,,,,,,,,,,,,,843,25.71,1.1,
,,,,,,,,,,,,,,,,,,,,,,843,30.05,1.09,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,842,1,2.18,
,,,,,,,,,,,,,,,,,,,,,,842,1.03,2.18,
,,,,,,,,,,,,,,,,,,,,,,842,1.07,2.24,
,,,,,,,,,,,,,,,,,,,,,,842,1.07,2.28,
,,,,,,,,,,,,,,,,,,,,,,842,1.16,2.34,
,,,,,,,,,,,,,,,,,,,,,,842,1.28,2.35,
,,,,,,,,,,,,,,,,,,,,,,842,1.37,2.37,
,,,,,,,,,,,,,,,,,,,,,,842,1.45,2.32,
,,,,,,,,,,,,,,,,,,,,,,842,1.67,2.23,
,,,,,,,,,,,,,,,,,,,,,,842,1.89,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,2.13,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,2.46,2.23,
,,,,,,,,,,,,,,,,,,,,,,842,2.77,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,3.11,2.23,
,,,,,,,,,,,,,,,,,,,,,,842,3.43,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,3.93,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,4.37,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,5.11,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,5.8,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,6.58,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,7.39,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,8.23,2.21,
,,,,,,,,,,,,,,,,,,,,,,842,9.16,2.26,
,,,,,,,,,,,,,,,,,,,,,,842,9.71,2.35,
,,,,,,,,,,,,,,,,,,,,,,842,10.3,2.44,
,,,,,,,,,,,,,,,,,,,,,,842,10.92,2.54,
,,,,,,,,,,,,,,,,,,,,,,842,11.35,2.62,
,,,,,,,,,,,,,,,,,,,,,,842,12.03,2.74,
,,,,,,,,,,,,,,,,,,,,,,842,12.51,2.84,
,,,,,,,,,,,,,,,,,,,,,,842,13.26,2.96,
,,,,,,,,,,,,,,,,,,,,,,842,13.79,3.02,
,,,,,,,,,,,,,,,,,,,,,,842,15.05,3,
,,,,,,,,,,,,,,,,,,,,,,842,16.43,2.88,
,,,,,,,,,,,,,,,,,,,,,,842,17.08,2.79,
,,,,,,,,,,,,,,,,,,,,,,842,18.47,2.66,
,,,,,,,,,,,,,,,,,,,,,,842,19.58,2.55,
,,,,,,,,,,,,,,,,,,,,,,842,20.76,2.44,
,,,,,,,,,,,,,,,,,,,,,,842,21.79,2.32,
,,,,,,,,,,,,,,,,,,,,,,842,23.33,2.25,
,,,,,,,,,,,,,,,,,,,,,,842,24.73,2.23,
,,,,,,,,,,,,,,,,,,,,,,842,26.73,2.22,
,,,,,,,,,,,,,,,,,,,,,,842,28.34,2.22,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,841,1.04,3.25,
,,,,,,,,,,,,,,,,,,,,,,841,1.07,3.29,
,,,,,,,,,,,,,,,,,,,,,,841,1.13,3.36,
,,,,,,,,,,,,,,,,,,,,,,841,1.26,3.35,
,,,,,,,,,,,,,,,,,,,,,,841,1.37,3.33,
,,,,,,,,,,,,,,,,,,,,,,841,1.47,3.32,
,,,,,,,,,,,,,,,,,,,,,,841,1.54,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,1.73,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,2.05,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,2.49,3.25,
,,,,,,,,,,,,,,,,,,,,,,841,3.11,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,3.93,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,5.11,3.24,
,,,,,,,,,,,,,,,,,,,,,,841,5.91,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,7.04,3.27,
,,,,,,,,,,,,,,,,,,,,,,841,8.31,3.27,
,,,,,,,,,,,,,,,,,,,,,,841,9.25,3.34,
,,,,,,,,,,,,,,,,,,,,,,841,9.71,3.44,
,,,,,,,,,,,,,,,,,,,,,,841,10.1,3.57,
,,,,,,,,,,,,,,,,,,,,,,841,10.92,3.69,
,,,,,,,,,,,,,,,,,,,,,,841,11.69,3.81,
,,,,,,,,,,,,,,,,,,,,,,841,12.27,3.92,
,,,,,,,,,,,,,,,,,,,,,,841,13.26,4.07,
,,,,,,,,,,,,,,,,,,,,,,841,14.76,4.04,
,,,,,,,,,,,,,,,,,,,,,,841,15.65,3.91,
,,,,,,,,,,,,,,,,,,,,,,841,16.75,3.83,
,,,,,,,,,,,,,,,,,,,,,,841,17.25,3.74,
,,,,,,,,,,,,,,,,,,,,,,841,18.11,3.64,
,,,,,,,,,,,,,,,,,,,,,,841,19.01,3.55,
,,,,,,,,,,,,,,,,,,,,,,841,20.16,3.45,
,,,,,,,,,,,,,,,,,,,,,,841,20.96,3.38,
,,,,,,,,,,,,,,,,,,,,,,841,21.79,3.31,
,,,,,,,,,,,,,,,,,,,,,,841,24.25,3.28,
,,,,,,,,,,,,,,,,,,,,,,841,24.25,3.28,
,,,,,,,,,,,,,,,,,,,,,,841,27,3.28,
,,,,,,,,,,,,,,,,,,,,,,841,30.64,3.28,
,,,,,,,,,,,,,,,,,,,,,,841,34.77,3.28,
,,,,,,,,,,,,,,,,,,,,,,841,42.66,3.27,
,,,,,,,,,,,,,,,,,,,,,,841,51.83,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,61.76,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,69.41,3.28,
,,,,,,,,,,,,,,,,,,,,,,841,78.78,3.27,
,,,,,,,,,,,,,,,,,,,,,,841,89.41,3.28,
,,,,,,,,,,,,,,,,,,,,,,841,106.53,3.27,
,,,,,,,,,,,,,,,,,,,,,,841,124.49,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,145.48,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,168.35,3.26,
,,,,,,,,,,,,,,,,,,,,,,841,191.07,3.27,
,,,,,,,,,,,,,,,,,,,,,,841,221.11,3.31,
,,,,,,,,,,,,,,,,,,,,,,841,250.94,3.32,
,,,,,,,,,,,,,,,,,,,,,,841,276.61,3.31,
,,,,,,,,,,,,,,,,,,,,,,841,313.93,3.29,
,,,,,,,,,,,,,,,,,,,,,,841,349.41,3.27,
,,,,,,,,,,,,,,,,,,,,,,841,381.41,3.27,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,840,5.01,4.33,
,,,,,,,,,,,,,,,,,,,,,,840,5.69,4.32,
,,,,,,,,,,,,,,,,,,,,,,840,6.45,4.32,
,,,,,,,,,,,,,,,,,,,,,,840,6.84,4.36,
,,,,,,,,,,,,,,,,,,,,,,840,7.39,4.43,
,,,,,,,,,,,,,,,,,,,,,,840,8.15,4.48,
,,,,,,,,,,,,,,,,,,,,,,840,9.16,4.48,
,,,,,,,,,,,,,,,,,,,,,,840,10.3,4.47,
,,,,,,,,,,,,,,,,,,,,,,840,11.69,4.42,
,,,,,,,,,,,,,,,,,,,,,,840,13.13,4.36,
,,,,,,,,,,,,,,,,,,,,,,840,14.2,4.34,
,,,,,,,,,,,,,,,,,,,,,,840,15.65,4.34,
,,,,,,,,,,,,,,,,,,,,,,840,17.08,4.34,
,,,,,,,,,,,,,,,,,,,,,,840,18.47,4.33,
,,,,,,,,,,,,,,,,,,,,,,840,20.35,4.33,
,,,,,,,,,,,,,,,,,,,,,,840,22.66,4.32,
,,,,,,,,,,,,,,,,,,,,,,840,25.71,4.32,
,,,,,,,,,,,,,,,,,,,,,,840,30.94,4.31,
,,,,,,,,,,,,,,,,,,,,,,840,35.11,4.31,
,,,,,,,,,,,,,,,,,,,,,,840,36.86,4.31,
,,,,,,,,,,,,,,,,,,,,,,840,41.43,4.32,
,,,,,,,,,,,,,,,,,,,,,,840,43.92,4.33,
,,,,,,,,,,,,,,,,,,,,,,840,48.89,4.41,
,,,,,,,,,,,,,,,,,,,,,,840,53.37,4.55,
,,,,,,,,,,,,,,,,,,,,,,840,56.03,4.66,
,,,,,,,,,,,,,,,,,,,,,,840,57.69,4.74,
,,,,,,,,,,,,,,,,,,,,,,840,59.4,4.82,
,,,,,,,,,,,,,,,,,,,,,,840,61.16,4.91,
,,,,,,,,,,,,,,,,,,,,,,840,64.84,5.01,
